,COMPLAINT ID,COMPLAINT TYPE,ADDRESS,Neighborhood,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION,Community Area Number,PERCENT OF HOUSING CROWDED,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,PERCENT AGED 25+ WITHOUT HIGH SCHOOL DIPLOMA,PERCENT AGED UNDER 18 OR OVER 64,PER CAPITA INCOME ,HARDSHIP INDEX
211,DOECOMP21595,Air Pollution Work Order,"4459 W LAKE ST, CHICAGO, IL",West Garfield Park,4459,,W,LAKE,ST,22,04/08/2010,CHICAGO TURN LITE CO.               CHEMICAL ODORS COMING FROM FACILITY.  DETECTED A LITE ODOR COMING FROM WATER OIL EVAPORATOR FROM COLLING EQUIPMENT OPERATIONS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,26.0,9.4,41.7,25.8,24.5,43.6,10934,92.0
212,DOECOMP22616,Air Pollution Work Order,"4500 W ROOSEVELT RD, CHICAGO, IL",West Garfield Park,4500,,W,ROOSEVELT,RD,81,02/24/2010,SMOKE. INVESTIGATION FOUND LOCKED FENCE ENCLOSED LOT WITH WOODEN PALLETS STACKED WITHIN (NO NAME POSTED). NO VISIBLE ACTIVITY. NO SMOKE ODOR OR VISIBLE EMISSIONS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,26.0,9.4,41.7,25.8,24.5,43.6,10934,92.0
213,DOECOMP16839,Air Pollution Work Order,"3416 W ROOSEVELT RD, CHICAGO, IL",West Garfield Park,3416,,W,ROOSEVELT,RD,120,12/07/2010,IF POSSIBLE PLEASE PHOTOGRAPH WHAT'S BEHIND FENCE. FOUND OPEN FOUNDATION AND ACCUMULATION MATERIAL (JUNK).,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,26.0,9.4,41.7,25.8,24.5,43.6,10934,92.0
214,DOECOMP31217,Air Pollution Work Order,"736 N SAWYER AVE, CHICAGO, IL",West Garfield Park,736,,N,SAWYER,AVE,137,05/14/2010,ALFREDO JOSE                        CALLER STATES THAT NEIGHBOR ARE SANDBLASTING CAUSING DUST/SAND ALL OVER THE AREA. OBSERVED SANDBLASTING WORK IN PROGRESS. SAND AND DEBRIS ON SIDEWALK AND STREET. NO PERMIT OBTAINED PRIOR TO STARTING WORK. RESPONDENT FAIL TO OBTAIN THE REQUIRED PERMIT BEFORE SANDBLATING BLDG.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,26.0,9.4,41.7,25.8,24.5,43.6,10934,92.0
215,DOECOMP19341,Air Pollution Work Order,"401 N TRUMBULL AVE, CHICAGO, IL",West Garfield Park,401,,N,TRUMBULL,AVE,22,02/26/2010,M & V                               FUMES COMING FROM PARKED VEHICLES IN LOT. SPOKE WITH THE ASSISTANT MANAGER REGARDING FUMES COMING FROM PARKED VEHICLE AND GOING INTO COMPLAINANT HOME SHE STATED THAT THE EMPLOYEES WILL USE THE NORTH SECTION OF THE PARKING LOT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,26.0,9.4,41.7,25.8,24.5,43.6,10934,92.0
216,DOECOMP19785,Air Pollution Work Order,"410 N TRUMBULL AVE, CHICAGO, IL",West Garfield Park,410,,N,TRUMBULL,AVE,120,12/07/2010,M & V                               FUMES FROM VEHICLES COMING INTO COMPLAINANT PROPERTY FROM PARKING LOT BEING ADJACENT TO WINDOW. FOUND BUSINESS WARMING UP TRUCKS. THEY AGREED TO MOVE TRUCKS TO ANOTHER LOT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,26.0,9.4,41.7,25.8,24.5,43.6,10934,92.0
217,DOECOMP20452,Air Pollution Work Order,"4144 W WASHINGTON ST, CHICAGO, IL",West Garfield Park,4144,,W,WASHINGTON,ST,137,11/15/2010,"JASON MARTIN                        SANDBLASTING CAUSING DUST ALL OVER THE AREA ALSO NO PROTECTION UP. UPON ARRIVAL OBSERVED WORKER CHEMICAL WASHING BRICK 2 FLAT RESIDENTIAL BLDG. NO DUST MINIMIZATION OR SUPPRESSION EQUIPMENT USED AT THIS TIME. OBSERVED WASTE SAND ON STEPS OF BUILDING. NO GRINDING PERMIT OR CHEMICAL WASHING PERMIT OBSERVED. WORK STOPPED, NO PERMIT OBTAINED ACCORDING TO DOE DATA BASE. OWNER WAS CONTACTED AND INFORMED OF VIOLATION AND PENDING NOTICE OF VIOLATION.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,26.0,9.4,41.7,25.8,24.5,43.6,10934,92.0
218,DOECOMP17580,Air Pollution Work Order,"3504 W LAKE ST, CHICAGO, IL",East Garfield Park,3504,,W,LAKE,ST,85,06/23/2010,CONSTRUCTION SITE                   CALLER STATES THAT SANDBLASTING CAUSING DUST ALL OVER THE AREA ALSO NO PERMIT ON SITE. NO ONE ON SITE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,27.0,8.2,42.4,19.6,21.3,43.2,12961,83.0
219,DOECOMP13589,Air Pollution Work Order,"2819 W LEXINGTON ST, CHICAGO, IL",East Garfield Park,2819,,W,LEXINGTON,ST,22,01/07/2010,RESIDENTIAL BLDG.                   CONSTRUCTION SITE CLEANLINESS ORDINANCE AND HEAVY EQUIPMENT. NO CONSTRUCTION OBSERVED ONLY FORD EXPLORER LICENSE PLATE NUMBER X880 829 PARKED IN REAR. I OBSERVED DUMPED FURNITURE IN A LOT NEXT TO THE ABOVE LOCATION 2821-23 W LEXINGTON. I CALLED 2ND WARD ALDERMAN OFFICE TO GET S&S TO CLEAN UP LOT AND BLOCK OFF PROPERTY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,27.0,8.2,42.4,19.6,21.3,43.2,12961,83.0
220,DOECOMP17175,Air Pollution Work Order,"3512 W LEXINGTON ST, CHICAGO, IL",East Garfield Park,3512,,W,LEXINGTON,ST,81,03/03/2010,RESIDENTIAL BLDG.                   WORK CAUSING EXCESSIVE DUST. VACANT HOUSE APPARENTLY UNDER RECONSTRUCT. NO DUST EMISSIONS DURING THIS VISIT. NO WORKER ACTIVITY OR WORKERS PRESENT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,27.0,8.2,42.4,19.6,21.3,43.2,12961,83.0
221,DOECOMP34909,Air Pollution Work Order,"1008 S OAKLEY AVE, CHICAGO, IL",East Garfield Park,1008,,S,OAKLEY,AVE,85,10/21/2010,PRIVATE CONSTRUCTION CREW ARE SANDBLASTING HAVE NO TARPS. NO ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,27.0,8.2,42.4,19.6,21.3,43.2,12961,83.0
222,DOECOMP18480,Air Pollution Work Order,"3757 W LAWRENCE AVE, CHICAGO, IL",Albany Park,3757,,W,LAWRENCE,AVE,120,03/23/2010,GREGORY CONSTRUCTION                CALLER STATES THAT WORKERS ARE CUTTING STONE & GRINDING CAUSING DUST ALL OVER THE AREA. RESPONDENT CAUSED AND ALLOWED A NUISANCE IN CONNECTION WITH A BUSINESS. RESPONDENT FAILED TO OBTAIN A PERMIT PRIOR TO GRINDING A MIXED USE BLDG.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,14.0,11.3,19.2,10.0,32.9,32.0,21323,53.0
223,DOECOMP17772,Air Pollution Work Order,"3700 W MONTROSE AVE, CHICAGO, IL",Albany Park,3700,,W,MONTROSE,AVE,81,01/15/2010,AFFORDABLE AUTO REPAIR              VISIBLE EMISSIONS STRONG ODORS FROM THIS LOCATION. OBSERVED NO ODORS OR VISIBLE EMISSION I DID OBSERVED BLACK SOOT RESIDUE ON A SHEET MEATL EXHAUST STACK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,14.0,11.3,19.2,10.0,32.9,32.0,21323,53.0
224,DOECOMP17773,Air Pollution Work Order,"3700 W MONTROSE AVE, CHICAGO, IL",Albany Park,3700,,W,MONTROSE,AVE,14,01/19/2010,AFFORDABLE AUTO REPAIR              CALLER STATES THAT WORKING ON CARS IN GARAGE/ALLEY VERY STRONG ODORS IN THE AREA. OBSERVED NO WORK BEING REPAIR IN THE ALLEY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,14.0,11.3,19.2,10.0,32.9,32.0,21323,53.0
225,DOECOMP17935,Air Pollution Work Order,"3600 W MONTROSE AVE, CHICAGO, IL",Albany Park,3600,,W,MONTROSE,AVE,77,03/31/2010,AT & T GARAGE                       THEY ARE DOING CONSTRUCTION WORK CREATING A LOT OF DUST CAN NOT BREATH. OBSERVED NO ACTIVITY AT THE TIME OF INSPECTION. REFERRED TO DAY SHIFT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,14.0,11.3,19.2,10.0,32.9,32.0,21323,53.0
226,DOECOMP18789,Air Pollution Work Order,"3741 W MARQUETTE RD, CHICAGO, IL",West Lawn,3741,,W,MARQUETTE,RD,122,04/20/2010,RESIDENTIAL BLDG.                   PAINTING CAR IN BACK YARD CAUSING STRONG FUMES. OBSERVED NO SPRAY PAINTING OR ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,65.0,5.8,14.9,9.6,33.6,39.6,16907,56.0
227,DOECOMP28283,Air Pollution Work Order,"6146 S MENARD AVE, CHICAGO, IL",Clearing,6146,,S,MENARD,AVE,85,07/06/2010,RESIDENTIAL BLDG.                   LEAD PAINT DUST AND SCRAPINGS COMING FROM HER NEIGHBORS HOUSE. NO DUST NOT LBP NO DEBRIS GARAGE CLEANED UP.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,64.0,2.7,8.9,9.5,18.8,37.6,25113,29.0
228,DOECOMP29779,Air Pollution Work Order,"6414 S OAK PARK AVE, CHICAGO, IL",Clearing,6414,,S,OAK PARK,AVE,122,09/20/2010,RESIDENTIAL ALLEY                   CALLER STATES THAT VERY STRONG ODORS COMING FROM SEWER IN ALLEY. OBSERVED EVIDENCE OF PAINT THINNER ODORS WERE COMING FROM A SEWER. CALLED 311 TO HAVE THE SEWER FLUSH.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,64.0,2.7,8.9,9.5,18.8,37.6,25113,29.0
229,DOECOMP9996,Air Pollution Work Order,"2235 S MICHIGAN AVE, CHICAGO, IL",Near South Side,2235,,S,MICHIGAN,AVE,81,01/25/2010,PRONTO CLEANERS                     STRONG CHEMICAL ODORS. NO ODORS DETECTED OWNER NOT ON SITE. REFERRED TO DAY INSPECTOR TO ENSURE COMPLIANCE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,33.0,1.3,13.8,4.9,7.4,21.8,59077,7.0
230,DOECOMP10672,Air Pollution Work Order,"2328 S MICHIGAN AVE, CHICAGO, IL",Near South Side,2328,,S,MICHIGAN,AVE,81,05/11/2010,BURGER'S KING                       SMOKE COMING FROM FACILITY. INVESTIGATION DETECTED NO FOOD ODORS OR VISIBLE SMOKE EMISSIONS DURING THIS ASSESSMENT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,33.0,1.3,13.8,4.9,7.4,21.8,59077,7.0
231,DOECOMP7027,Air Pollution Work Order,"1737 S MICHIGAN AVE, CHICAGO, IL",Near South Side,1737,,S,MICHIGAN,AVE,81,10/21/2010,"DUST. INVESTIGATION FOUND REAR OF STRUCTURE WITH SCAFFOLDS IN PLACE AND DRAPED WITH PLASTIC, HOWEVER NO DUST EMISSIONS WERE NOTED AT THIS TIME.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,33.0,1.3,13.8,4.9,7.4,21.8,59077,7.0
232,DOECOMP4145,Air Pollution Work Order,"1335 S MICHIGAN AVE, CHICAGO, IL",Near South Side,1335,,S,MICHIGAN,AVE,85,11/16/2010,RESIDENTIAL BLDG.                   CALLER STATES THAT WORKERS ARE GUTTING BLDG ON THE INTERIOR CAUSING DUST ALL OVER THE AREA ALSO POSSIBLE ASBESTOS. OBSERVED NO WORKERS ON SITE AT THE TIME OF INSPECTION. NO DUST.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,33.0,1.3,13.8,4.9,7.4,21.8,59077,7.0
233,DOECOMP37713,Air Pollution Work Order,"3041 S MICHIGAN AVE, CHICAGO, IL",Douglas,3041,,S,MICHIGAN,AVE,81,10/26/2010,CONDO BLDG.                         VERY FOUL ODOR. ARRIVAL TO SITE AND INTERVIEWING COMPLAINANT DETERMINED ODOR IN QUESTION IS EMANATING FROM UNDERNEATH OR SINK IINSIDE THE COMPLAINANT'S CONDO UNIT. DOE ADVISED COMPLAINANT TO RESOLVE THIS MATTER WITH HER CONDO ASSOCIATION OR THE CITY'S BUILDING DEPT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,35.0,1.8,29.6,18.2,14.3,30.7,23791,47.0
234,DOECOMP13569,Air Pollution Work Order,"2900 S VERNON AVE, CHICAGO, IL",Douglas,2900,,S,VERNON,AVE,85,03/04/2010,DEMO BLDG.                          DEMO BLDG CAUSING DEBRIS/DUST ALL OVER THE AREA. OBSERVED NO DUST WORK CREW ARE USING WATER AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,35.0,1.8,29.6,18.2,14.3,30.7,23791,47.0
235,DOECOMP13570,Air Pollution Work Order,"2900 S VERNON AVE, CHICAGO, IL",Douglas,2900,,S,VERNON,AVE,85,05/06/2010,DEMO SITE                           CALLER STATES THAT DUST ALL OVER THE AREA FROM THE DEMOLITION. OBSERVED NO DUST AT THE TIME OF INSPECTION WORKERS ARE USING WATER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,35.0,1.8,29.6,18.2,14.3,30.7,23791,47.0
236,DOECOMP8629,Air Pollution Work Order,"1921 S WABASH AVE, CHICAGO, IL",Douglas,1921,,S,WABASH,AVE,81,02/01/2010,CONSTRUCTION SITE                   WORKERS NOT USING CONSTRUCTION CHUTE DUST ALL OVER THE AREA. NO WORK ACTIVITY THIS VISIT. CONSTRUCTION CHUTE WAS OBSERVED ON SITE WILL CONDUCT EARLIER INSPECTION TO ENSURE COMPLIANCE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,35.0,1.8,29.6,18.2,14.3,30.7,23791,47.0
237,DOECOMP11576,Air Pollution Work Order,"2422 S WENTWORTH AVE, CHICAGO, IL",Douglas,2422,,S,WENTWORTH,AVE,81,03/09/2010,HONG KONG BBQ                       STRONG SMOKE ODORS. BUSINESS WAS NOT OPEN DURING THIS INVESTIGATION. NO UNUSUAL ODOR OR SMOKE EMISSIONS DETECTED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,35.0,1.8,29.6,18.2,14.3,30.7,23791,47.0
238,DOECOMP1857,Air Pollution Work Order,"11713 S NORMAL AVE, CHICAGO, IL",West Pullman,11713,,S,NORMAL,AVE,69,04/09/2010,CONST SITE                          CALLER STATES THAT HOUSE VIBRATING AND WALLS CRACKING DUE TO CONSTRUCTION. THE WORKERS ON SITE WAS DURING A SEWER PROJECT AT THIS TIME WAS SHUTTING DOWN FOR THE DAY. SPOKE WITH SUPERVISOR WHO PRESENTED A WORK PERMIT FOR CDOT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,53.0,3.3,25.9,19.4,20.5,42.1,16563,62.0
239,DOECOMP576,Air Pollution Work Order,"1015 W PERSHING RD, CHICAGO, IL",Bridgeport,1015,,W,PERSHING,RD,69,09/23/2010,ELGIN SWEEPING                      FACILITY IS WASHING TRUCKS NEXT TO PILES OF GARAGE ALSO HOOKED UP A HOSE TO FIRE HYDRANT TO USES WASH WATER CAUSING STRONG ODORS. OBSERVED NO UNUSUAL CONDITIONS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,60.0,4.5,18.9,13.7,22.2,31.3,22694,43.0
240,DOECOMP39107,Air Pollution Work Order,"4723 S PULASKI RD, CHICAGO, IL",Archer Heights,4723,4747.0,S,PULASKI,RD,81,10/28/2010,"MIDWAY DODGE                        FACILITY SPRAYPAINTING CARS, FUMES AND ODORS AFFECTING NEIGHBORS ACROSS THE ALLEY. THEY ARE SPRAY PAINTING LATER AFTERNOON AND EVENINGS 5 DAYS A WEEK. I DETECTED PAINT ODOR AT THE REAR OVERHEAD DOOR OF THIS FACILITY. WHEN IT WAS OPENED I WITNESSED STRONGER SPRAY PAINT ODOR. AT THIS TIME EMPLOYEE IDENTIFIED AS 'ANTHONY JETTER' ACKNOWLEDGED HE HAD JUST SPRAY PAINTED A SECTION AT THE BLUE CHEVY VAN SEEN IN PHOTO #2. PROCEEDED TO OFFICE AND INTERVIEWED FACILITY MANAGER KEVIN GREEN WHO WAS ISSUED NOV E000011084 16 AFTER NOT BEING ABLE TO PRODUCE THE REQUIRED CERTIFICATE OF OPERATION OR AIR POLLUTION CONTROL PERMIT. HOWEVER IT WAS NOTED THAT THE FACILITY HAS REGISTERED AND ACQUIRED AN IEPA REFINISHING CERTIFICATE. THE FACILITY AGREED TO DISCONTINUE PAINT WORK UNTIL THEY HAVE CONTACTED DOE O. OMENAZU SO THE APPROPRIATE FILTERED EQUIPMENT CAN BE INSTALLED. SPECIAL SHOW OF APPRECIATION WAS DECLINED.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,57.0,8.5,14.1,16.5,35.9,39.2,16134,67.0
241,DOECOMP39238,Air Pollution Work Order,"7258 S RHODES AVE, CHICAGO, IL",Avalon Park,7258,,S,RHODES,AVE,35,03/17/2010,RESIDENTIAL AREA                    CALLER STATES THAT VERY STRONG SEWAGE ODORS ON THE OUTSIDE. I DID NOT OBSERVED ANY SEWAGE ODORS. PEOPLE GAS CREW WORKING TO REPAIR A LEAK ON THE NEXT BLOCK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,45.0,1.4,17.2,21.1,10.6,39.3,24454,41.0
242,DOECOMP40075,Air Pollution Work Order,"8546 S SEELEY AVE, CHICAGO, IL",Auburn Gresham,8546,,S,SEELEY,AVE,81,11/05/2010,RESIDENTIAL GARAGE                  SPRAY PAINTING IN RESIDENTIAL GARAGE BETWEEN 5 - 6 PM. NO SPRAY PAINT ODOR DETECTED AT THE GARAGE PERIMETER. NO ANSWER AT THE DOOR. I LEFT MY BUSINESS CARD REQUESTING OWNER/TENANT TO CONTACT DOE REGARDING THIS COMPLAINT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,71.0,4.0,27.6,28.3,18.5,41.9,15528,74.0
243,DOECOMP31879,Air Pollution Work Order,"7600 S SEELEY AVE, CHICAGO, IL",Auburn Gresham,7600,,S,SEELEY,AVE,81,12/20/2010,CHEMICAL ODORS IN AREA. THIS INVESTIGATION DETECTED NO CHEMICAL OR UNUSUAL ODOR IN THE ATMOSPHERE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,71.0,4.0,27.6,28.3,18.5,41.9,15528,74.0
244,DOECOMP32306,Air Pollution Work Order,"7901 S WENTWORTH AVE, CHICAGO, IL",Auburn Gresham,7901,,S,WENTWORTH,AVE,82,07/19/2010,79TH STREET BARBEQUE                THICK SMOKE FROM BARBEQUE GRILLS. I CANVASSED THE AREA OBSERVED NO SMOKE OR ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,71.0,4.0,27.6,28.3,18.5,41.9,15528,74.0
245,DOECOMP32307,Air Pollution Work Order,"7901 S WENTWORTH AVE, CHICAGO, IL",Auburn Gresham,7901,,S,WENTWORTH,AVE,82,09/13/2010,79TH ST BBQ                         CALLER STATES THAT VERY STRONG SMOKE AND ODORS COMING FROM FACILITY. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,71.0,4.0,27.6,28.3,18.5,41.9,15528,74.0
246,DOECOMP35677,Air Pollution Work Order,"13000 S TORRENCE AVE, CHICAGO, IL",South Deering,13000,,S,TORRENCE,AVE,81,10/20/2010,"FORD PLANT                          CALLER STATES THAT FACILITY HAVE STRONG PAINT FUMES IN THE AREA. ARRIVAL TO SITE, I WAS UNABLE TO DETECT SPRAY PAINT ODOR AT FACILITY'S PERIMETER OR IN THE IMMEDIATE AND SURROUNDING AREAS. ALSO WAS UNABLE TO DETECT ODOR AT COMPLAINANT'S RESIDENCE. WENT INSIDE FACILITY AND INTERVIEWED SAFETY ENGINEER K. GATES WHO INFORMED ME THAT TO HER KNOWLEDGE ALL POLLUTION CONTROL EQUIPMENT WAS OPERATING AS IT SHOULD, AND PRODUCED THE ATTACHED DOCUMENTATION OF RECENT 'AIR SAMPLING DURING PRODUCTION REPORT' THAT REPORTEDLY RATES THE FACILITY WITHIN EMISSIONS RELEASE STANDARDS. THIS COMPLAINT WAS REFERRED TO DOE ENGINEER FOR REVIEW FOLLOW UP TO ENSURE COMPLIANCE.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,51.0,4.0,29.2,16.3,21.0,39.5,14685,65.0
247,DOECOMP31507,Air Pollution Work Order,"7524 N WOLCOTT AVE, CHICAGO, IL",Rogers Park,7524,7534.0,N,WOLCOTT,AVE,9,10/05/2010,BUSINESS                            CALLER STATES THAT FACILITY HAVE SOME TYPE OF CHEMICAL ODORS COMING OUT OF BLDG SMELL LIKE PAINT OR SOLVENT. OBSERVED NO EVIDENCE OF FUMES OR ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,1.0,7.7,23.6,8.7,18.2,27.5,23939,39.0
