,COMPLAINT ID,COMPLAINT TYPE,ADDRESS,Neighborhood,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION,Community Area Number,PERCENT OF HOUSING CROWDED,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,PERCENT AGED 25+ WITHOUT HIGH SCHOOL DIPLOMA,PERCENT AGED UNDER 18 OR OVER 64,PER CAPITA INCOME ,HARDSHIP INDEX
130,DOECOMP36211,Air Pollution Work Order,"1750 W CARROLL AVE, CHICAGO, IL",Near West Side,1750,,W,CARROLL,AVE,137,11/12/2010,PLANET RECOVERY SYSTEMS             ODORS FROM TRANSFER STATION IN NEIGHBORHOOD. MINIMAL ODORS DETECTED MINIMAL DEBRIS OBSERVED. I INFORMED SITE MANAGER OF COMPLAINT AND NEED TO CONTROL ODORS EMISSION FROM THE SITE. NO EXCESSIVE ODOORS FROM TRANSFER STATION DETATED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,28.0,3.8,20.6,10.7,9.6,22.2,44689,15.0
131,DOECOMP3867,Air Pollution Work Order,"1343 S LOOMIS ST, CHICAGO, IL",Near West Side,1343,,S,LOOMIS,ST,137,04/28/2010,LAKE & OGDEN PROPERTY               THIS GUY DID NOT LEAVE HIS NAME HE SAYS THERE IS SANBLASTING GOING ON LAKE/ODGEN AND THAT THE WIND IS 30 MPH GUSTS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,28.0,3.8,20.6,10.7,9.6,22.2,44689,15.0
132,DOECOMP12200,Air Pollution Work Order,"2520 W SUPERIOR ST, CHICAGO, IL",Near West Side,2520,,W,SUPERIOR,ST,135,07/23/2010,MATERIALIZE LLC                     CALLER SAYS BRICKS AND CEMENT ARE BEING CUT WITHOUT WATER OR APPROPRIATE EQUIPMENT AS A RESULT DUST AND SMOKE IS BEING EMITTED INTO AIR. RESPONDENT CAUSED OR ALLOWED FOR THE MESHING AT THE BACK SECTION TO BOT BE AFFIXED TO THE FENCE AT ABOVE LOCATION. RESPONDENT CAUSED OR ALLOWED A NUISANCE TO RELATION TO WORK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,28.0,3.8,20.6,10.7,9.6,22.2,44689,15.0
133,DOECOMP12201,Air Pollution Work Order,"2520 W SUPERIOR ST, CHICAGO, IL",Near West Side,2520,,W,SUPERIOR,ST,135,08/09/2010,MATERIALS PLUS                      CUTTING BRICKS FOR NEW CONSTRUCTION CAUSING DUST ALL OVER THE AREA. RESPONDENT CAUSED OR ALLOWED TRACK OUT TO BE TRANSMITTED ONTO PUBLIC WAY FROM CONSTRUCTION SITE AT ABOVE LOCATION. RESPONDENT CAUSED OR ALLOWED A NUISANCE IN RELATION TO WORK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,28.0,3.8,20.6,10.7,9.6,22.2,44689,15.0
134,DOECOMP12202,Air Pollution Work Order,"2520 W SUPERIOR ST, CHICAGO, IL",Near West Side,2520,,W,SUPERIOR,ST,135,09/24/2010,RESIDENTIAL BLDG.                   CALLER STATES THAT CONTRACTOR'S ARE USING CEMENT SAW CAUSING DUST ALL OVER THE AREA NOT WATERING DOWN. OBSERVED NO DUST AT THIS TIME BUT WORKERS WAS USING WATER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,28.0,3.8,20.6,10.7,9.6,22.2,44689,15.0
135,DOECOMP29264,Air Pollution Work Order,"635 N WESTERN AVE, CHICAGO, IL",Near West Side,635,,N,WESTERN,AVE,81,03/30/2010,MIDWEST ANIMAL HOSPITAL             FOUL ODOR AND NOISE. ARRIVAL FOUND THE FACILITY CLOSED. INVESTIGATION DETECTED NO FOUL ODOR OR NOISE DURING THIS PERIMETER ASSESSMENT. A FENCED DOG RUN AT THE REAR OF FACILITY WAS FOUND TO BE CLEAN. I LEFT BUSINESS CARD REQUESTING FACILITY MANAGEMENT TO CONTACT DOE REGARDING THIS COMPLAINT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,28.0,3.8,20.6,10.7,9.6,22.2,44689,15.0
136,DOECOMP34487,Air Pollution Work Order,"9907 S CALUMET AVE, CHICAGO, IL",Roseland,9907,,S,CALUMET,AVE,81,04/01/2010,RESIDENTIAL BLDG.                   OPEN BURNING IN REAR YARD NEAR GARAGE. ARRIVAL TO LOCATION I WAS UNABLE TO DETECT ANY SMOKE ODOR OR VISIBLE EMISSIONS AND DUE TO TALL FENCE I WAS UNABLE TO INSPECT YARD FOR SIGNS OF OPEN BURNING. THERE WAS NO ANSWER AT DOOR. I LEFT NOTE REQUESTING OWNER/TENANT TO CONTACT DOE REGARDING THIS COMPLAINT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,49.0,2.5,19.8,20.3,16.9,41.2,17949,52.0
137,DOECOMP1934,Air Pollution Work Order,"11321 S CALUMET AVE, CHICAGO, IL",Roseland,11321,,S,CALUMET,AVE,81,12/20/2010,VACANT LOT                          SMOKE AND OPEN BURNING. INVESTIGATION FOUND NO SIGNS OF OPEN BURNING AT THIS LOCATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,49.0,2.5,19.8,20.3,16.9,41.2,17949,52.0
138,DOECOMP1465,Air Pollution Work Order,"11249 S HALSTED ST, CHICAGO, IL",Roseland,11249,,S,HALSTED,ST,69,01/20/2010,AWEC INC.                           CALLER STATES WORKERS ARE DEMO BLDG CAUSING DUST ALL OVER THE AREA NOT USING WATER. GENERAL CONTRACTOR FAILED TO IMMEDIATELY REPAIR DAMAGED TO CONST SITE FENCING (DAMAGED FABRIC MESH) GENERAL CONTRACTOR CAUSED AND ALLOWED A NUISANCE IN CONNECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,49.0,2.5,19.8,20.3,16.9,41.2,17949,52.0
139,DOECOMP2746,Air Pollution Work Order,"12241 S UNION AVE, CHICAGO, IL",Roseland,12241,,S,UNION,AVE,81,01/11/2010,RESIDENTIAL  BLDG.                  SMOKE AND ODOR POSSIBLY BURNING WOOD. OBSERVED NO SMOKE OR ODORS. BLDG APPEAR TO BE VACANT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,49.0,2.5,19.8,20.3,16.9,41.2,17949,52.0
140,DOECOMP22022,Air Pollution Work Order,"4354 N CENTRAL AVE, CHICAGO, IL",Dunning,4354,,N,CENTRAL,AVE,32,03/26/2010,"FASHION NAIL SALON                  ODOR MIGRATING BY THE VENTILATION SYSTEM FROM THE UNIT ENTER THE UNIT B. DOE ENGINEER CHECKED THE AIR QUALITY IN THE CURRENCY EXCHANGE LOCATED NEXT DOOR TO THE FASHION NAIL, UNIT #B . PID READING WAS MAX: 10.4 PPM. IN THE FASHION NAIL, PID READING WAS 40 PPM BEFORE AND 20 PPM AFTER VENTILATION WAS TURNED ON. FASHION NAIL MUST RUN THE VENTILATION SYSTEM DURING OPENED HOURS. BEAUTY SALON USES ACTHON AND ALCOHOL DURING OPERATION. QUANTITIES ARE INQRGUAL BUT ENOUGH TO DISTURBS THE AIR QUALITY IN THE UNIT B.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,17.0,5.2,10.6,10.0,16.2,33.6,26282,28.0
141,DOECOMP29130,Air Pollution Work Order,"6202 W EDDY ST, CHICAGO, IL",Dunning,6202,,W,EDDY,ST,9,06/08/2010,RESIDENTIAL BLDG.                   STRONG SMELL OF PROPANE ODORS COMING FROM ABOVE LOCATION. OBSERVED NO EVIDENCE OF ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,17.0,5.2,10.6,10.0,16.2,33.6,26282,28.0
142,DOECOMP29160,Air Pollution Work Order,"6203 W EDDY ST, CHICAGO, IL",Dunning,6203,,W,EDDY,ST,9,07/26/2010,PAINTING CARS CAUSING STRONG ODORS ALSO PROPANE TANKS. NO EVIDENCE OF ILLEGAL MVR AT THE TIME OF INSPECTION GARAGE WAS EMPTY ONLY A 1 PROPANE CYLINGER ON SITE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,17.0,5.2,10.6,10.0,16.2,33.6,26282,28.0
143,DOECOMP17364,Air Pollution Work Order,"3525 N HARLEM AVE, CHICAGO, IL",Dunning,3525,,N,HARLEM,AVE,14,08/17/2010,A ZEE AUTO REPAIRS                  CALLER STATES THAT VERY STRONG FUMES ODOR COMING FROM FACILITY. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,17.0,5.2,10.6,10.0,16.2,33.6,26282,28.0
144,DOECOMP37733,Air Pollution Work Order,"3340 N NEW ENGLAND AVE, CHICAGO, IL",Dunning,3340,,N,NEW ENGLAND,AVE,81,08/27/2010,RESIDENTIAL BLDG.                   SANDBLASTING AND GRINDING BRICKS CREATING HEAVY DUST. ARRIVAL TO SITE FOUND NONE OF THE REPORTED ACTIVITY TAKING PLACE. I DID INTERVIEW THE HOMEOWNER WHO ACKNOWLEDGED REPAIRING MASONRY ON THE SOUTHSIDE OF HIS RESIDENCE BY GRINDING MOTOR JOINTS. I ORDERED ALL WORK STOPPED AND NOT TO RESUME UNTIL PROPER PERMIT IS ACQUIRED. RESPONDENT WILL CONTACT DOE OTIS OMENAZU ON 8/30/2010 FOR COMPLIANCE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,17.0,5.2,10.6,10.0,16.2,33.6,26282,28.0
145,DOECOMP15430,Air Pollution Work Order,"3215 N PARIS AVE, CHICAGO, IL",Dunning,3215,,N,PARIS,AVE,77,07/26/2010,RESIDENTIAL GARAGE                  BODY SHOP BEING RAN FROM GARAGE DEBRIS AND SMELL BEING EMITTED INTO AIR. OBSERVED NO ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,17.0,5.2,10.6,10.0,16.2,33.6,26282,28.0
146,DOECOMP16160,Air Pollution Work Order,"3246 N PARIS AVE, CHICAGO, IL",Dunning,3246,,N,PARIS,AVE,135,12/09/2010,RESIDENTIAL GARAGE                  CALLER STATES BURNING SOME TYPE OF MATERIAL IN GARAGE CAUSING STRONG SMOKE AND FUMES. NO ACTIVITY WERE OBSERVED AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,17.0,5.2,10.6,10.0,16.2,33.6,26282,28.0
147,DOECOMP28652,Air Pollution Work Order,"6132 W SCHOOL ST, CHICAGO, IL",Dunning,6132,,W,SCHOOL,ST,120,07/26/2010,VACANT LOT                          VERY STRONG ODORS COMING FROM FACILITY.  I DETECTED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,17.0,5.2,10.6,10.0,16.2,33.6,26282,28.0
148,DOECOMP29002,Air Pollution Work Order,"641 S CENTRAL AVE, CHICAGO, IL",Austin,641,,S,CENTRAL,AVE,81,06/30/2010,LORETTO HOSPITAL                    SMOKE AND ODORS COMING FROM FACILITY. FOUND NO SMOKE OR ODORS AT FACILITY OR IN IMMEDIATE SUROUNDING AREAS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,25.0,6.3,28.6,22.6,24.4,37.9,15957,73.0
149,DOECOMP22883,Air Pollution Work Order,"4718 W HARRISON ST, CHICAGO, IL",Austin,4718,,W,HARRISON,ST,120,06/01/2010,BODY SHOP                           BODY SHOP CAUSING ODORS. BUSINESS NOT YET OPEN FOR BUSINESS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,25.0,6.3,28.6,22.6,24.4,37.9,15957,73.0
150,DOECOMP23146,Air Pollution Work Order,"4644 W JACKSON BLVD, CHICAGO, IL",Austin,4644,,W,JACKSON,BLVD,81,06/30/2010,VACANT LOT                          CHEMICAL ODORS COMING FROM ABOVE LOCATION. NO CHEMICAL ODOR DETECTED IN IMMEDIATE OR SURROUNDING AREAS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,25.0,6.3,28.6,22.6,24.4,37.9,15957,73.0
151,DOECOMP437,Air Pollution Work Order,"1011 N LECLAIRE AVE, CHICAGO, IL",Austin,1011,,N,LECLAIRE,AVE,137,06/11/2010,RESIDENTIAL BLDG.                   CALLER STATES THAT THERE IS SOMETHING BLUE LIQUID IN HER FRONT YARD AND IT IS COVERING HALF THE YARD. OBSERVED FRONT YARD AT ABOVE LOCATION. FRESH SOIL OBSERVED. NEWLY SEEDED LAWN. OBSERVED GRASS FERTILIZER ON LAWN. NO ODOR DETECTED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,25.0,6.3,28.6,22.6,24.4,37.9,15957,73.0
152,DOECOMP2401,Air Pollution Work Order,"11300 S CENTRAL PARK AVE, CHICAGO, IL",Mount Greenwood,11300,,S,CENTRAL PARK,AVE,122,02/02/2010,CALLER STATES THAT VERY STRONG CHLORINE ODORS IN THE AREA. NO EVIDENCE OF ODORS WAS DETECTED AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,74.0,1.0,3.4,8.7,4.3,36.8,34381,16.0
153,DOECOMP21738,Air Pollution Work Order,"4418 N CENTRAL PARK AVE, CHICAGO, IL",Lincoln Square,4418,,N,CENTRAL PARK,AVE,22,03/31/2010,ALLIED WATER PROOFING               THE AT&T GARAGE IS DOING INSTALLATION CREATING LOTS OF DUST. SPOKE WITH THE CONTRACTORE HE WILL APPLIED MORE WATER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,4.0,3.4,10.9,8.2,13.4,25.5,37524,17.0
154,DOECOMP22692,Air Pollution Work Order,"4709 N DAMEN AVE, CHICAGO, IL",Lincoln Square,4709,,N,DAMEN,AVE,32,06/25/2010,RAIL BAR GRILL                      SMOKE AND GREASE EMISSIONS 30 FEET FROM HOUSE. NO VIOLATIONS WERE FOUND AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,4.0,3.4,10.9,8.2,13.4,25.5,37524,17.0
155,DOECOMP23986,Air Pollution Work Order,"4925 N WASHTENAW AVE, CHICAGO, IL",Lincoln Square,4925,,N,WASHTENAW,AVE,137,05/21/2010,RESIDENTIAL BLDG.                   CALLER STATES THAT CLEANING CATCH BASIN CAUSING STRONG ODORS WHITE FOAMING SUBSTANCE ON GROUND. RESIDENTIAL HOME. MILD SEWER ODOR DETECTED. NO WASTE OR WHITE FOAMING SUBSTANCE OBSERVED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,4.0,3.4,10.9,8.2,13.4,25.5,37524,17.0
156,DOECOMP13296,Air Pollution Work Order,"2747 S CENTRAL PARK AVE, CHICAGO, IL",South Lawndale,2747,,S,CENTRAL PARK,AVE,120,10/18/2010,RESIDENTIAL BLDG.                   GRINDING MORTAR CREATING DUST ALL OVER THE AREA. NO WORK ACTIVITY BEING DONE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,30.0,15.2,30.7,15.8,54.8,33.8,10402,96.0
157,DOECOMP36347,Air Pollution Work Order,"1900 S CENTRAL PARK AVE, CHICAGO, IL",South Lawndale,1900,,S,CENTRAL PARK,AVE,81,11/22/2010,SMOKE/FUMES COMING FROM CHIMNEY/EXHAUST OF FACILITY. UNKNOWN OGDEN/CENTRAL PARK EVERY NIGHT FROM 7:30 PM - 8:30 PM. THIS INVESTIGATION FOUND 1900 S CENTRAL PARK NOT TO BE A VALID ADDRESS. THE LAST ADDRESS ON THAT BLOCK OF CENTRAL PARK IS A BORADED UP TWO FLAT APT BLDG (1863 SEE PHOTO). THE ONLY OTHER STRUCTURES AT THE INTERSECTION OF OGDEN AND CENTRAL IS THE CTA STATION ON THE SOUTH WEST CORNER AND A BLUE BLDG ON THE NORTH WEST CORNER. NO SMOKE OR FUMES WERE DETECTED EMANATING FROM EITHER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,30.0,15.2,30.7,15.8,54.8,33.8,10402,96.0
158,DOECOMP15241,Air Pollution Work Order,"3020 W CULLERTON ST, CHICAGO, IL",South Lawndale,3020,,W,CULLERTON,ST,81,11/02/2010,RESIDENTIAL BLDG.                   DUST FROM WORK INSIDE THIS BLDG. ARRIVAL TO LOCATION FOUND THE PROPERTY VACANT AND SEMI BOARDED UP. THERE WAS NO VISIBLE SIGNS OF DUST OR WORKERS PRESENT DURING THIS ASSESSMENT. SINCE THERE WAS NO VISIBLE POSTED PERMIT. THIS COMPLAINT WAS DIRECTLY REFERRED OVER TO THE CITY'S BLDG. DEPT TO ENSURE COMPLIANCE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,30.0,15.2,30.7,15.8,54.8,33.8,10402,96.0
159,DOECOMP13550,Air Pollution Work Order,"2817 S TRIPP AVE, CHICAGO, IL",South Lawndale,2817,,S,TRIPP,AVE,122,03/02/2010,RESIDENTIAL BLDG.                   CALLER STATES THAT VENTING ODORS FROM DRYER/FURNANCE. I SPOKE WITH THE OWNER AND TOLD HIM THAT HE NEEDED TO VENT THE DRYER HOSE PROPERLY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,30.0,15.2,30.7,15.8,54.8,33.8,10402,96.0
160,DOECOMP13185,Air Pollution Work Order,"2745 S WHIPPLE ST, CHICAGO, IL",South Lawndale,2745,,S,WHIPPLE,ST,22,02/24/2010,MALDONADO AUTO REPAIR               ILLEGAL SCRAP YARD. RESPONDENT CAUSED AND ALLOWED THE OPERATION OF A JUNK EALER AT THE ABOVE LOCATION. RESPONDENT CAUSED AND ALLOWED THE OPEN BURNING OF WOOD.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,30.0,15.2,30.7,15.8,54.8,33.8,10402,96.0
161,DOECOMP30624,Air Pollution Work Order,"7101 S CICERO AVE, CHICAGO, IL",Chicago Lawn,7101,,S,CICERO,AVE,81,09/01/2010,TOOTSIE ROLL CO.                    CALLER STATES HEAVY SMOKE COMING FROM THIS FACTORY. INVESTIGATION DETECTED ONLY DISSIPATING STEAM. NO HEAVY SMOKE AS REPORTED. I DID INTERVIEW FACILITY ENGINEER STAN SADELSKI WHO REPORTED NO ISSUES WITH PROCESSING EQUIPMENT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,66.0,7.6,27.9,17.1,31.2,40.6,13231,80.0
162,DOECOMP25192,Air Pollution Work Order,"5220 S CORNELL AVE, CHICAGO, IL",Kenwood,5220,,S,CORNELL,AVE,69,04/16/2010,A K CONSTRUCTION                    CALLER STATES THAT WORKERS ARE SANDBLASTING CAUSING DUST ALL OVER THE AREA. RESPONDENT CAUSED AND ALLOWED MORTAR GRINDING ON A MASONRY STRUCTURE WITHOUT THE REQUIRED PERMIT. RESPONDENT CAUSED AND ALLOWED A NUISANCE IN CONNECTION WITH CAUSING FALLING CONCRETE AND BRICK DEBRIS ON A PUBLIC WALK WAY OVER A BLDG ENTRANCE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,39.0,2.4,21.7,15.7,11.3,35.4,35911,26.0
163,DOECOMP37889,Air Pollution Work Order,"4445 S DREXEL AVE, CHICAGO, IL",Kenwood,4445,,S,DREXEL,AVE,22,08/16/2010,BLINDERMAN CONSTRUCTION             CALLER SAYS ROOF IS BEING REDONE BUT STRONG FUMES ARE IN THE AIR ALSO DOING WORK BEFORE ORDINANCE HOURS AT 7 AM. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,39.0,2.4,21.7,15.7,11.3,35.4,35911,26.0
164,DOECOMP38744,Air Pollution Work Order,"5800 S COTTAGE GROVE AVE, CHICAGO, IL",Woodlawn,5800,,S,COTTAGE GROVE,AVE,81,10/18/2010,U OF C PARKING LOT                  STRONG FUMES COMING FROM FACILITY. NO FUMES DETECTED. SPOKE WITH ENGINEER EMERGENCE GENERATOR NO LONGER IN USE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,42.0,2.9,30.7,23.4,16.5,36.1,18672,58.0
165,DOECOMP30804,Air Pollution Work Order,"7050 S DORCHESTER AVE, CHICAGO, IL",Woodlawn,7050,,S,DORCHESTER,AVE,122,12/10/2010,E Z TREE                            VERY BAD ODORS THAT CALLER THINKS IS COMING FROM THE WOOD CUTTING PLACE ON THE CORNER IT MAKES PEOPLE SICK. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,42.0,2.9,30.7,23.4,16.5,36.1,18672,58.0
166,DOECOMP39650,Air Pollution Work Order,"6025 S DR MARTN LUTHR KING JR DR, CHICAGO, IL",Woodlawn,6025,,S,DR MARTN LUTHR KING JR,DR,81,08/19/2010,RESIDENTIAL  BLDG.                  CONSTRUCTION DUST. ARRIVAL TO SITE WHICH IS A VACANT APT BLDG FOUND NO WORK ACTIVITY OR CONSTURCTION DUST AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,42.0,2.9,30.7,23.4,16.5,36.1,18672,58.0
167,DOECOMP18514,Air Pollution Work Order,"3759 S DAMEN AVE, CHICAGO, IL",New City,3759,,S,DAMEN,AVE,85,05/18/2010,RESIDENTIAL BLDG.                   CALLER STATES THAT WORKERS ARE GUTTING OUT BLDG CAUSING DUST ALL OVER THE AREA. NO WORKERS ON SITE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,61.0,11.9,29.0,23.0,41.5,38.9,12765,91.0
168,DOECOMP17973,Air Pollution Work Order,"3601 S DAMEN AVE, CHICAGO, IL",New City,3601,,S,DAMEN,AVE,77,08/19/2010,RESIDENTIAL BLDG.                   SOME TYPE OF CHEMICAL ODORS CALLER DOES NOT KNOW WHERE IT COMES FROM ONLY AT NIGHT. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,61.0,11.9,29.0,23.0,41.5,38.9,12765,91.0
169,DOECOMP17974,Air Pollution Work Order,"3601 S DAMEN AVE, CHICAGO, IL",New City,3601,,S,DAMEN,AVE,81,10/12/2010,RESIDENTIAL BLDG.                   STRONG CHEMICAL ODORS COMING FROM ABOVE LOCATION. THIS INVESTIGATION FOUND COMPLAINT ADDRESS TO BE A MULTI UNIT RESIDENTIAL APT BLDG. NO CHEMICAL OR UNUSUAL ODOR WAS DETECTED AT IT'S PERIMETER OR IN THE IMMEDIATE SURROUNDING AREA.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,,61.0,11.9,29.0,23.0,41.5,38.9,12765,91.0
